Company,Phone,Fax,Web,Sector(s),Product,Nationality,Address,Additional1,Additional2
Rgi Group,+ 353 1 6454130,,www.en.rgigroup.it,,Software products and technological services specifically for the insurance sector.,Italy,Block 71 C, The Plaza Parkwest Business Park, Nangor Rd  Dublin Ireland
Sr Technics Aircraft Design Services Limited,+353 1 812 6508,,www.srtechnics.com,,Aircraft Modification Design,Switzerland,Hanger 5 Dublin Airport   Dublin Dublin Ireland,,
Core Grouting Services Limited,+353 21 236 2810,,www.coregrouting.com,,offshore and subsea grouting for oil, gas and renewables construction,United Kingdom,Rubicon Centre (2) Ardrostig  Bishopstown  Cork Cork Ireland,
Verint Systems,+353 74 9194074,,www.verint.com,,,United States of America,Unit 3B Riverside Office Park Neil T Blaney Road  Letterkenny Donegal Ireland,,
Tableau Software,+353 1 6694670,,www.tableausoftware.com,,,United States of America,The Oval Ballsbridge  Dublin Dublin Ireland,,
Ex-Cel Plastics Limited,+353 42 967 3000,+353 43 967 3069,www.jains.com,,multi product industrial profile and manufacturers of Drip and Sprinkler Irrigation Systems and Components, PVC, Polyethylene,Polypropylene Piping Systems, Plastic Sheets with turnover of US$ 822 million
Regeneron Pharmaceuticals Limerick,+353 61 782000,,,Bio Pharmaceuticals,Biopharmaceutical development and manufacturing ,United States of America,Raheen Business Park   Limerick Limerick Ireland,,
AIG Europe Services Limited, Ireland Branch,+353 1 8028714,,www.aig.com,,,,North Wall Quay IFSC  Dublin Dublin Ireland,
Trimble Navigation Ireland,+353 21 230 9328,,www.trimble.com,,Global positioning, satellite navigation, equipment.,United States of America,National Software Centre Mahon   Cork Ireland
Amax Information Technologies Limited,+353 61 432888,,www.amax.ie,,,United States of America,Unit 3D Western Business Park  Shannon Clare Ireland,,
B+B Smartworx Ireland,+353 91792444,,www.bb-smartworx.com,ICT- ICT - Software,Services (Technical Support),Taiwan,Unit 10 Westlink Commercial Park  Oranmore Galway Ireland,,
AXA MPS Financial,+353 1 6439100,+353 1 6439110,www.axa-mpsfinancial.ie,Financial Services,Life Insurance: specialising in Unit Linked and Index Linked investment products,France,Block A George's Quay Plaza  Dublin Dublin Ireland,,
Wwt International Engineering Services, LLC,+353 61 475033,+353 61 475036,www.wwtco.com,Engineering,Manufacture of Oil drilling tools and accessories,United States of America,6A Knockbeg Point Shannon Free Zone West  Shannon Clare Ireland,
Mentor Graphics (Ireland) Limited,+353 61 256200,+353 61 256202,www.mentor.com,,',Germany,Shannon Free Zone East   Shannon Clare Ireland,,
Deepak Fasteners (Shannon) Limited,+353 61 716500,+353 61 716584,www.spstech.com,Engineering,Precision fasteners and components for the Aerospace, Automotive and Mining industries,India,Bay G25-30 Shannon Free Zone West  Shannon Clare Ireland,
Jinny Software,+353 1 8872626,+353 1 8872690,www.jinny.ie/ www.acotel.com,ICT- ICT - Software,mCommerce Solutions,Canada,29 North Anne Street   Dublin Dublin Ireland,,
Interxion,,,www.interxion.com,,Data Centre/Web Hosting,Netherlands,Unit 24 Hume  Avenue Park West Business Park Dublin Dublin Ireland,,
Docusign International,,,,,,United States of America,One Cumberland Place (4th Floor) Fenian Street  Dublin 2 Dublin Ireland,,
Maersk Group Infrastructure Services,,,,,,United Kingdom,Engine Building, Cecil St   Limerick Limerick Ireland,
Zeltiq Ireland Unlimited,+353 91 426911,,,,,United States of America,Galway West Business Park Distributor Road Knocknacarra Galway Galway Ireland,,
Takeda Dunboyne Biologics,,,,,,Jersey,Piercetown   Dunboyne Meath Ireland,,
WP Engine Ireland,,,www.wpengine.com,,Managed Hosting Platform for websites and apps built with WorldPress,United States of America,Engine Building 26-32 Cecil Street  Limerick Limerick Ireland,,
Nammo Ireland Ltd,+353 1 861 0010,,www.ampacisp.com,,Satellite propulsion controls and rocket sub-structures,Norway,16 Northwest Business Park Ballycoolin  Dublin Dublin Ireland,,
Gilead Sciences Ireland,+353 214825500,+353 21 4825518,www.gilead.com,Bio Pharmaceuticals,Pharmaceutical,United States of America,IDA Business & Technology Park Carrigtwohill  Cork Cork Ireland,,
Ro Ra Ireland,+353 667180922,+353 667180931,www.ro-ra.at/en/automotive/company/locations/ireland.html,,,Germany,Monavalley Industrial Estate   Tralee Kerry Ireland,,
Sage Technologies Limited,+353 1 6187800,,,,,United Kingdom,3096 Lake Drive Citywest Business Park  Dublin Dublin Ireland,,
Inora Life Limited,+353 1 6750330,+353 1 6750363,www.inoralife.com,,,France,6  Exchange Place IFSC  Dublin Dublin Ireland,,
Lgt Capital Partners,+353 1 4337420,+353 1 4337425,www.lgt.com,,,Liechtenstein,Seagrave House 19/20 Earlsfort Terrace  Dublin Dublin Ireland,,
Unum Ireland Limited,+353 59 9178100,+353 59 9179707,www.unum.com,Financial Services,Software Development Operation,United States of America,Unit 11  Merchant House Shamrock Plaza Tullow Street Carlow Carlow Ireland,,
Welocalize Limited,+353 1 2187788,+353 1 2187788,www.welocalize.com,,globalization consulting, translation, localization & testing solutions for business materials & systems including software, multimedia, learning services and mobile applications
Spirit Aerosystems Ireland Limited,+353 61 365784,,www.spiritaero.com,,Composite & Metallic aircraft fuselages, propulsion systems & wing structures for commercial and military ,United States of America,Suite 4 Level 100 Atlantic Avenue Westpark Shannon Free Zone West  Shannon Clare Ireland,
Lone Star Funds,+353 1 6181876,,www.hudson-advisors.com/En/record.htm,,,United States of America,1st Floor 25-28 Adelaide Road  Dublin Dublin Ireland,,
Avery Dennison (Ireland) Limited,+353 212301300,+353 212301302,www.averydennison.com,Consumer Goods,Financial Shared Services,United States of America,Building 5100 Cork Airport Business Park  Cork Cork Ireland,,
BNP Paribas Securities Services (Galway),+353 91 759750,,,Financial Services,Funds Administration,,Block 3 Galway Technology Park  Galway Galway Ireland,,
UnipolRe Ltd,+353 1 6319500,+353 1 6319550,www.lawrencelife.com,Financial Services,Reinsurance ,Italy,The Watermarque Ringsend Road  Dublin Dublin Ireland,,
Kellogg Europe Trading Limited,+353 1 8830600,+353 1 8830700,www.kelloggs.co.uk,Bio Pharmaceuticals,Operations Centre - Cereals,United States of America,The Kellog Building Lakeshore Drive Airside Business Park Swords Dublin Ireland,,
Vesta Payment Solutions Limited,+353 42 9394600,+353 42 9334121,www.trustvesta.com,Financial Services,credit card payment protection systems,United States of America,Vesta Building Finnabair Business Park  Dundalk Louth Ireland,,
Wgz Bank Ireland PLC,+353 1 6738100,,www.wgzbank.ie,Financial Services,Commercial Banking,Germany,International House 3 Harbourmaster Place  IFSC  Dublin Dublin Ireland,,
Citco Fund Services (Ireland) Limited,+353 1 6367300,+353 1 6360466,www.citco.com,Financial Services,Fund services, banking and custody - offers independent administration services to 3rd party clients, primarily in the European hedge fund market,Netherlands,Block 6 Custom House Plaza  Dublin Dublin Ireland
Oracle Emea Limited,+353 1 803 9000,+353 1 8033550,www.oracle.com,ICT- ICT - Software,Manufacture & sales of computer software prods plus translation, finance & marketing sers.,United States of America,Shared Services Centre Block C East Point Business Park  Dublin Dublin Ireland,
Element Six Limited,+353 61 471655,+353 61 471201,www.e6.com,Engineering,Manufacture of superabrasives and industrial diamond materials,Luxembourg,A37Shannon Free Zone West   Shannon Clare Ireland,,
Scor Global Life Reinsurance Ireland Limited,+353 1 7644500,+353 1 7644509,,Financial Services,Reinsurance Activities,France,4th Floor Whitaker Court Whitaker Square28/29 Sir John Rogerson’s Quay Dublin Dublin Ireland,,
McKesson,+353 21 4548200,+353 21 4548294,www.mckesson.com,Bio Pharmaceuticals,Software Duplication,United States of America,3300 Cork Airport Business Park Kinsale Road  Cork Cork Ireland,,
Whirlpool Ssc,+353 1 8750200,+353 1 8750261,www.whirlpool.com,Consumer Goods,Dataprocessing services to Whirlpool group of companies, Shared Services Centre,United States of America,3rd Floor Block P6 Eastpoint Business Park Fairview Dublin Dublin Ireland,
Sherwin Williams Valspar Ireland Limited,+353 71 9645077,+353 71 9645078,www.valspar.com,Consumer Goods,Industrial Coatings,Bermuda,Willowfield Road   Ballinamore Leitrim Ireland,,
Optum Operations (Ireland) Ltd,+353 74 9129356,+353 74 9129382,www.unitedhealthgroup.com,Financial Services,Claims processing, IT infrastructure, Business Process Quality Management, Finance and HR,United States of America
Fotonation Ireland Limited,+353 91477000,+353 91477001,www.fotonation.com,ICT- ICT - Software,software and hardware development,United States of America,Cliona  Building 1 Parkmore East Business Park Ballybrit Galway Galway Ireland,,
Citi NA (Ireland),,,,,,United States of America,1 North Wall Quay   Dublin Dublin Ireland,,
Specialty Coating Systems,+353 1 8422351,+353 1 8422351,www.scscoatings.com,Medical Technology,Parylene Coating Technology,Japan,SCS Europe Ireland Ltd Unit 52 Airways Industrial Est  Dublin Dublin Ireland,,
Ubiqus Ireland Limited,+353 51 852510,,www.ubiqus.ie,Business Services,Transcription including summaries & abstracts of conferences ,France,3rd Floor, Broad Street Centre    Waterford Ireland,
Geneva Trading,+353 1 6181000,,www.geneva-trading.com,Financial Services,,United States of America,River View House 21/23 City Quay  Dublin Dublin Ireland,,
Waterford Stanley,+353 51302375,+353 51302375,www.waterfordstanley.com,,Stoves,,Unit 401-403 IDA Industrial Park  Waterford Waterford Ireland,,
IBM,+353 21 7306000,+353 21 7306024,www.vallent.com,,,United States of America,5300 Airport Business Park Kinsale Road  Cork Cork Ireland,,
Sr Technics Airfoil Services Limited,+353 214521200,,www.srtechnics.com,Engineering,,Switzerland,Mahon Industrial Estate Blackrock  Cork Cork Ireland,,
Lake Region Medical Int R&D Centre,+353 91 385037,+353 91 766598,www.lakeregionmedical.com,,Design, development and manufacture of Guidewires,,Parkmore West Business Park   Galway Galway Ireland,
TRS Global Ireland,+353 214287300,+353 214287301,www.TRSGlobal.com,,repair, refurbishment and re manufacture of components of gas turbine engines used in the utilities and power generation sectors for Europe and the Middle East markets.,United States of America,Carrigtwohill Industrial Estate Carigtwohill  Cork Cork Ireland,
Synopsys International Limited,+353 1 4368800,+353 1 4368865,www.synopsys.com,ICT- ICT - Software,Software development,United States of America,Block 1  Blanchardstown Corporate Park Blanchardstown  Dublin Dublin Ireland,,
Link Asset Services (Ireland) Limited,+353 1 654 8804,+353 1 6548801,www.capita.com,Financial Services,Commercial mortgages processing, software development and back office administration,,Block C Maynooth Business Campus  Maynooth Kildare Ireland,
Wipro Ireland Limited,+353 61 477000,+353 61 477019,www.st-andrewsgroup.ie,,',,Dromore House Shannon Free Zone East  Shannon Clare Ireland,,
CNP/ Santander,,,,,,,3 Park Place, Hatch Street Upper  Dublin 2 Dublin Ireland,
Curtiss-Wright Controls Avionics & Electronics,+353 1 295 1264,,www.cwc-ae.com,,Data Communications products for aerospace. Parent makes flight, marine and certain process control systems for aerospace, marine and nuclear industries.  ,United States of America,Unit 5 Richview Office Park Clonskeagh Dublin 14 Dublin Ireland
Charles River Laboratories Preclinical Services Ireland Limited,+353 9620800,+353 9622517,www.criver.com,Bio Pharmaceuticals,Contract Laboratory Testing,United States of America,Carrentrila   Ballina Mayo Ireland,,
Athora Ireland PLC,+353 1 6738800,+353 1 6738900,www.aegon.ie,Financial Services,Single premium investment products for high net worth individuals,Netherlands,IFSC House Custom House Quay  Dublin Dublin Ireland,,
Clearstream Technologies Group,+353 53 9237111,+353 53 9237100,www.clearstream.ie,Medical Technology,Medical Devices,United States of America,Moyne Upper   Enniscorthy Wexford Ireland,,
QAD Europe Ireland Limited,+353 61 213600,+353 61 213990,www.qad.com,ICT- ICT - Software,Enterprise Resource Planning Software,United States of America,Hamilton House National Technology Park  Limerick Limerick Ireland,,
Sun Life Information Services Ireland Limited,+353 51 333300,+353 51 333310,www.sunlife.ie,Financial Services,Software development and customer support,United States of America,Unit 324A IDA Industrial Park Cork Road Waterford Waterford Ireland,,
Pilz Ireland Industrial Automation,+353 21 434 6535,+353 21 480 4994,www.pilz.ie,Engineering,Process Engineering, Software development manufacturing and customer support facility,Germany,IDA Business & Technology Park Model Farm Road  Cork Cork Ireland,
Aercap Ireland Limited,+353 61 723 600,+353 61 360113,www.aercap.com,,Aircraft Leasing,Netherlands,Westpark Business Campus Bldg. 4000 4450 Atlantic Avenue Shannon Clare Ireland,,
Maples Fund Services Ireland Limited,+353 1 6973200,+353 1 6973300,www.maplesfs.com,,admin services to domiciled and non domiciled structures.,Cayman Islands,2nd Floor  Beaux Lane House Mercer Street Lower  Dublin Dublin Ireland,,
Vodafone,+353 1 203 7777,+353 1 2037778,www.vodafone.ie,,Mobile Phone, Internet applications,,Mountain View Central Park Leopardstown Dublin Dublin Ireland,
Cosmo Pharma - Ireland,,,,,Drug Delivery,Italy,Riverside 2 Sir John Rogerson Quay  Dublin 1 Dublin Ireland,,
RPS Group (Sligo),+353 71 91 38909,,www.rpsgroup.com,,Engineering Services & Consultancy,United Kingdom,4 The Mall   Sligo Sligo Ireland,,
Satir Europe (Ireland) Company Limited,+353 41 9844371,+353 42 9341541,www.satir-eu.com,ICT,developing, producing, and marketing of infrared cameras ,China,Marleys Business Park Marleys Lane  Drogheda Louth Ireland
Zellis Ireland Limited,+353 1 4814300,+353 1 6614548,www.northgate-is.com,ICT,outsourced payroll services ,United Kingdom,Palmerston House Denzille Lane   Dublin Ireland,,
Octium Life DAC,+353 1 863 9414,+353 1 4363681,,,,Switzerland,1st Floor College Park House South Frederick Street Dublin 2 Dublin Dublin Ireland,,
Citco Fund Services (Ireland) Limited,+353 21 4836600,+353 21 4836405,www.citco.com,,,Netherlands,Tellengana House Blackrock Road  Cork Cork Ireland,,
Microsoft Ireland Operations Limited,+353 1 2953826,,,,,United States of America,Building 2 South County Business Park Leopardstown Dublin Dublin Ireland,,
Channeladvisor Limited,+353 61 261 300,,www.channeladvisor.com,ICT - Software,,United States of America,Suite 4  Block 1 International Science Centre National Technology Park Limerick Limerick Ireland,,
Paddy Power Betfair Limited,+353 1 905 1000,,www.betfair.com,,Gambling - Customer Support Centre &Hosting of two Data Centres,United Kingdom,Unit 1-4, Belfield Office Park Power Tower Beech Hill Road, RoebuckClonskeagh Dublin Dublin Ireland
